id,text,label
9099,"This research presents OSCAR (Open-source Collaborative Bandwidth Aggregation Resource), a novel collaborative bandwidth aggregation system designed to enhance network resource sharing among multiple entities. Drawing from the limitations of traditional centralized solutions, OSCAR employs a decentralized architecture that facilitates efficient and equitable bandwidth allocation. The primary objective was to develop a system capable of managing dynamic bandwidth demands while ensuring fairness and reliability across different users and networks.  The methodology involved designing a peer-to-peer network where bandwidth providers and consumers could dynamically exchange resources based on real-time demand and supply analytics. A distributed algorithm was implemented to optimize bandwidth allocation, minimizing latency and maximizing overall network efficiency. To validate the system's performance, extensive simulations were conducted under various traffic conditions, including peak hours and sudden changes in user demand.  Key findings indicated that OSCAR significantly improved bandwidth utilization by up to 30% compared to existing systems, with a notable reduction in congestion and latency. Additionally, the system demonstrated robustness in handling varying user loads and network disruptions, maintaining high levels of service availability and quality.  In conclusion, OSCAR represents a promising advancement in collaborative bandwidth management, offering enhanced flexibility, scalability, and efficiency in network resource sharing. Future work will focus on integrating OSCAR with existing infrastructure and expanding its application to broader geographic areas and diverse user types.",machine
9100,"  Wireless Sensor Networks (WSNs) are rapidly emerging as an important new area
in wireless and mobile computing research. Applications of WSNs are numerous
and growing, and range from indoor deployment scenarios in the home and office
to outdoor deployment scenarios in adversary's territory in a tactical
battleground (Akyildiz et al., 2002). For military environment, dispersal of
WSNs into an adversary's territory enables the detection and tracking of enemy
soldiers and vehicles. For home/office environments, indoor sensor networks
offer the ability to monitor the health of the elderly and to detect intruders
via a wireless home security system. In each of these scenarios, lives and
livelihoods may depend on the timeliness and correctness of the sensor data
obtained from dispersed sensor nodes. As a result, such WSNs must be secured to
prevent an intruder from obstructing the delivery of correct sensor data and
from forging sensor data. To address the latter problem, end-to-end data
integrity checksums and post-processing of senor data can be used to identify
forged sensor data (Estrin et al., 1999; Hu et al., 2003a; Ye et al., 2004).
The focus of this chapter is on routing security in WSNs. Most of the currently
existing routing protocols for WSNs make an optimization on the limited
capabilities of the nodes and the application-specific nature of the network,
but do not any the security aspects of the protocols. Although these protocols
have not been designed with security as a goal, it is extremely important to
analyze their security properties. When the defender has the liabilities of
insecure wireless communication, limited node capabilities, and possible
insider threats, and the adversaries can use powerful laptops with high energy
and long range communication to attack the network, designing a secure routing
protocol for WSNs is obviously a non-trivial task.
",human
9101,"Surveys are an essential tool in various fields to collect data and gain insights. Traditional survey methods, however, face challenges such as response rates and accuracy. In response to these challenges, this study introduces a novel approach, Synthetic UniveRses For Surveys (SURFS), which utilizes synthetic data generation to enhance survey research.  The background section explains the limitations of traditional survey methods and the emergence of synthetic data as a potential solution. In the objective section, we outline the primary goal of this study to develop and evaluate a new survey methodology based on synthetic data generation.  The methodology section describes the design and implementation of SURFS, including data collection, preprocessing, and synthesis using generative models. We also discuss the validation techniques employed to ensure the synthetic data's authenticity and reliability.  Our key findings indicate that SURFS significantly improves survey research by addressing the challenges of low response rates and cost-effectiveness. Furthermore, SURFS delivers high data quality and is more flexible than traditional methods, enabling complex analysis and advanced sampling strategies.  In conclusion, this study introduces SURFS as a promising solution to overcome the limitations of traditional survey methods. The proposed approach not only enhances data collection and analysis but also paves the way for future advancements in survey research using synthetic data.",machine
9102,"This study investigates the multicolour evolution of Red Sequence galaxy populations, focusing on the interplay between hydrodynamical simulations and semi-analytical models. The Red Sequence, a diagnostic tool for galaxy evolution, is characterized by a distinct colour-magnitude relation, where galaxies with lower luminosity and higher redshifts occupy the Red Sequence. However, the physical mechanisms driving this evolution are not yet fully understood.  The objective of this research is to elucidate the multicolour evolution of Red Sequence galaxy populations using a combination of hydrodynamical simulations and semi-analytical models. The simulations, performed using the IllustrisTNG suite, simulate the evolution of galaxies in a cosmological framework, accounting for gas physics, stellar feedback, and galaxy mergers. The semi-analytical models, based on the semi-analytical model of Bower et al. (2006), describe the stellar mass function and the evolution of galaxy colours in a simplified yet physically consistent manner.  Key findings reveal that hydrodynamical simulations reproduce the observed multicolour evolution of Red Sequence galaxies, with a strong dependence on gas accretion and stellar feedback. The semi-analytical models, in turn, provide a framework for interpreting the simulated results, highlighting the importance of stellar mass function and galaxy mergers in shaping the Red Sequence. By integrating both approaches, this study provides a comprehensive understanding of the multicolour evolution of Red Sequence galaxy populations, shedding light on the complex interplay between physical processes and galaxy evolution. The results have implications for our understanding of galaxy evolution, the formation of galaxy clusters, and the cosmological properties of the universe.",machine
9103,"This study explores the environments of high- and low-excitation radio galaxies within the Galaxy And Mass Assembly (GAMA) survey. Utilizing multi-wavelength data from GAMA, we investigate the spatial distributions and physical properties of these galaxies relative to their surroundings. High-excitation radio galaxies are characterized by their powerful jets that emit radio waves, while low-excitation radio galaxies exhibit weaker emissions. Through detailed analysis, we find that high-excitation radio galaxies predominantly inhabit regions with higher density of stars and gas, indicative of environments conducive to their energetic processes. Conversely, low-excitation radio galaxies are more evenly distributed across different environmental conditions, suggesting they may operate under less restrictive conditions. Our findings contribute to our understanding of how the interstellar medium and the presence of massive structures influence the evolution and energetics of these powerful galactic phenomena. Key methodologies employed include photometric redshift estimates, spectroscopic follow-up observations, and analysis of multi-wavelength imaging data.",machine
9104,"  In this review, we address the use of Monte Carlo methods for approximating
definite integrals of the form $Z = \int L(x) d P(x)$, where $L$ is a target
function (often a likelihood) and $P$ a finite measure. We present
vertical-likelihood Monte Carlo, which is an approach for designing the
importance function $g(x)$ used in importance sampling. Our approach exploits a
duality between two random variables: the random draw $X \sim g$, and the
corresponding random likelihood ordinate $Y\equiv L(X)$ of the draw. It is
natural to specify $g(x)$ and ask: what is the the implied distribution of $Y$?
In this paper, we take up the opposite question: what should the distribution
of $Y$ be so that the implied importance function $g(x)$ is good for
approximating $Z$? Our answer turns out to unite seven seemingly disparate
classes of algorithms under the vertical-likelihood perspective: importance
sampling, slice sampling, simulated annealing/tempering, the harmonic-mean
estimator, the vertical-density sampler, nested sampling, and energy-level
sampling (a suite of related methods from statistical physics). In particular,
we give an alterate presentation of nested sampling, paying special attention
to the connection between this method and the vertical-likelihood perspective
articulated here. As an alternative to nested sampling, we describe an MCMC
method based on re-weighted slice sampling. This method's convergence
properties are studied, and two examples demonstrate the promise of the overall
approach.
",human
9105,"Coronagraphy is a crucial technique for observing astronomical objects obscured by bright sources, such as stars. The objective of this research is to explore the principle and application of a Coronagraphic Low Order Wavefront Sensor (CLOWFS) in enhancing the performance of a phase-induced amplitude coronagraph. We conducted a comprehensive investigation combining both theoretical analysis and simulated experiments to evaluate the effectiveness of CLOWFS in compensating for low-order wavefront errors in a coronagraphic setup. The methodology involved the design of a CLOWFS integrated with a phase-induced amplitude coronagraph to precisely measure wavefront distortions and adjust the optical components accordingly. Our key findings demonstrate that the CLOWFS significantly improves contrast levels by effectively reducing light from the primary star while retaining the fidelity of the detected exoplanets. The results illustrate a notable enhancement in the coronagraph's ability to discern dim objects near bright sources, achieving a contrast ratio improvement of up to three orders of magnitude. Additionally, the application of CLOWFS was found to be particularly beneficial in mitigating the effects of atmospheric turbulence and optical aberrations. In conclusion, the integration of the Coronagraphic Low Order Wavefront Sensor with phase-induced amplitude coronagraphy not only advances our understanding of exoplanet detection but also provides a robust tool for future astronomical observations, paving the way for more precise imaging of distant celestial bodies.",machine
9106,"This study investigates the properties of spherical null geodesics emanating from the event horizon of a rotating Kerr black hole. The Kerr metric, a solution to the Einstein field equations, provides a fundamental framework for understanding the spacetime geometry around rotating black holes. Spherical null geodesics, which represent the paths of light emitted from the vicinity of the event horizon, play a crucial role in understanding the behavior of matter and radiation near these extreme objects.  The objective of this research is to derive and analyze the equations of motion for spherical null geodesics in the Kerr metric, with a focus on the effects of rotation on their behavior. By solving these equations, we aim to gain insights into the physical properties of the geodesics, such as their trajectories, energies, and angular momenta.  Using a combination of analytical and numerical methods, we solve the geodesic equations for a range of rotation parameters and spacetime coordinates. Our results reveal complex and dynamic behavior of the geodesics, including the formation of closed orbits and the emergence of a ""frame-dragging"" effect, where the rotation of the black hole causes a precession of the geodesics around the axis of rotation.  Our findings have implications for our understanding of the behavior of matter and radiation near rotating black holes, and provide a foundation for further studies on the properties of these extreme objects. By exploring the properties of spherical null geodesics, we shed light on the intricate relationships between gravity, rotation, and the behavior of light in the vicinity of black holes.",machine
9107,"  Presently there are several classes of detected gamma-ray extragalatic
sources. They are mostly associated to active galactic nuclei (AGN) and (at
soft gamma rays) to gamma-ray bursts (GRB), but not only. Active galactic
nuclei consist of accreting supermassive black holes hosted by a galaxy that
present in some cases powerful relativistic jet activity. These sources, which
have been studied in gamma rays for several decades, are probably the most
energetic astrophysical objects, and their appearance depends much on whether
their jets point to us. Gamma-ray bursts, thought to be associated to
collapsing or merging stellar-mass objects at cosmological distances, are also
accreting highly relativistic jet sources that shine strongly at high energies.
These are very short-duration events, but they are also the most luminous.
Recently, star formation galaxies have turned out to be also gamma-ray
emitters. On the other hand, clusters of galaxies have not been detected beyond
X-rays yet. These are the largest known structures in the Universe; in their
formation through accretion and merging, shocks and turbulence are generated,
which may lead to gamma-ray production. In this work, the gamma-ray physics of
AGNs is briefly presented, as well as that of starburst galaxies, GRBs and
clusters of galaxies. Afterwards, we consider some particular cases of
gamma-ray production in non-blazar AGN jets interacting with their medium at
different scales.
",human
9108,"In the complex and dynamic world of cancer research, identifying complementary functional alterations in large-scale genomic data sets has become an increasingly important research question. The ability to uncover such alterations can lead to a deeper understanding of the underlying molecular mechanisms of cancer development and progression, potentially paving the way for novel therapeutic strategies. In this study, we propose and develop efficient algorithms to discover complementary functional associations in cancer genomic data.  First, we address the problem of identifying pairs of genes with complementary functional effects. We develop a novel scoring system, based on the hypergeometric distribution, to identify genes with significant overrepresentation of opposite functional effects in tumor samples compared to normal samples. We also propose a filtering method to eliminate redundant pairs and ensure the discovered associations are biologically meaningful.  Next, we investigate the use of multi-omics data, including genomic, transcriptomic, and epigenomic data, to identify complementary functional associations. We develop an algorithm that integrates multiple data types to construct a weighted network of functional associations, and uses network topology analysis to discover significantly enriched complementary associations.  Finally, we evaluate the performance of our algorithms using a large-scale, multi-cohort, multi-omics cancer dataset. We demonstrate that our algorithms are effective in identifying complementary functional associations with high accuracy and low false positive rates, and outperform existing methods in terms of sensitivity and specificity. Our results provide new insights into the complex molecular interplay of complementary functional alterations in cancer, and have important implications for cancer diagnosis, prognosis, and therapy development.  In conclusion, in this study, we propose and develop efficient algorithms to discover complementary functional associations in cancer genomic data. Our results demonstrate that our methods are effective in identifying meaningful associations with high accuracy and low false positive rates, and have important implications for cancer research and therapy development.",machine
9109,"The Orion Bar, a prominent active galactic nucleus (AGN) located in the Orion constellation, has been extensively studied in the mid-infrared regime due to its complex dust morphology and significant star formation activity. In this study, we employ the Herschel Space Observatory and its Photodetector Array Camera and Spectrometer (PACS) to investigate the spatial variation of cooling lines within the Orion Bar. We specifically focus on the [Ne II] 12.81 µm, [Ne III] 15.56 µm, [S III] 33.48 µm, and [Si II] 34.81 µm lines in the central AGN region and the northeastern bar, where the star formation activity is most prominent.  Our results reveal significant spatial variations for the cooling lines. In the central AGN region, all lines show strong emission and broad line profiles, indicative of high gas surface densities and excitation temperatures. In contrast, the northeastern bar displays weaker [Ne II] and stronger [Ne III] emission, along with narrower line profiles. These discrepancies are attributed to differences in the physical conditions and radiation fields between the AGN and star formation regions.  We also compare our findings to existing studies of the Orion Bar in the optical and near-infrared regimes and to photoionization models. Our results suggest that the AGN ionizes the central region, while the northeastern bar is predominantly influenced by the young massive stars in the Orion Nebula. The spatial variation of the cooling lines not only offers insight into the complex interplay between AGN activity and star formation in the Orion Bar but also demonstrates the capabilities of Herschel/PACS for investigating the multi-wavelength evolution of AGNs.  In conclusion, the findings from our study reveal intriguing spatial variations in cooling lines within the Orion Bar, providing new insight into the complex interplay between AGN activity and star formation, and highlighting the versatility of Herschel/PACS in characterizing the multi-wavelength evolution of AGNs.",machine
9110,"We investigate the existence and properties of sequences of compatible periodic hybrid orbits in prefractal Koch snowflake billiards. Through extensive numerical simulations and analytical derivations, we demonstrate the feasibility of generating stable and efficient trajectories in this complex system. By exploiting the inherent fractal structure of the Koch snowflake, we uncover a set of periodic hybrid orbits that exhibit a high degree of symmetry and stability. Our results reveal that these hybrid orbits can be iteratively combined to generate longer sequences of periodic orbits, thereby expanding the available phase space of the system. Furthermore, we identify a set of ""resonant"" hybrid orbits that exhibit enhanced stability and efficiency, enabling the system to achieve optimal energy transfer and trajectory control. Our methodology involves the use of high-precision numerical integration and advanced analytical techniques, such as the Fourier series expansion and the study of the system's invariant measures. By combining these approaches, we are able to elucidate the underlying mechanisms governing the behavior of prefractal Koch snowflake billiards and provide a deeper understanding of the intricate relationships between the system's geometry, dynamics, and statistical properties. Our findings have significant implications for the development of novel control strategies and optimization techniques in complex systems.",machine
9111,"  Echo State Network (ESN) presents a distinguished kind of recurrent neural
networks. It is built upon a sparse, random and large hidden infrastructure
called reservoir. ESNs have succeeded in dealing with several non-linear
problems such as prediction, classification, etc. Thanks to its rich dynamics,
ESN is used as an Autoencoder (AE) to extract features from original data
representations. ESN is not only used with its basic single layer form but also
with the recently proposed Multi-Layer (ML) architecture. The well setting of
ESN (basic and ML) architectures and training parameters is a crucial and hard
labor task. Generally, a number of parameters (hidden neurons, sparsity rates,
input scaling) is manually altered to achieve minimum learning error. However,
this randomly hand crafted task, on one hand, may not guarantee best training
results and on the other hand, it can raise the network's complexity. In this
paper, a hierarchical bi-level evolutionary optimization is proposed to deal
with these issues. The first level includes a multi-objective architecture
optimization providing maximum learning accuracy while sustaining the
complexity at a reduced standard. Multi-objective Particle Swarm Optimization
(MOPSO) is used to optimize ESN structure in a way to provide a trade-off
between the network complexity decreasing and the accuracy increasing. A
pareto-front of optimal solutions is generated by the end of the MOPSO process.
These solutions present the set of candidates that succeeded in providing a
compromise between different objectives (learning error and network
complexity). At the second level, each of the solutions already found undergo a
mono-objective weights optimization to enhance the obtained pareto-front.
Empirical results ensure the effectiveness of the evolved ESN recurrent AEs
(basic and ML) for noisy and noise free data.
",human
9112,"  Many Type IIb supernovae (SNe) show a prominent additional early peak in
their light curves, which is generally thought to be due to the shock cooling
of extended hydrogen-rich material surrounding the helium core of the exploding
star. The recent SN 2016gkg was a nearby Type IIb SN discovered shortly after
explosion, which makes it an excellent candidate for studying this first peak.
We numerically explode a large grid of extended envelope models and compare
these to SN 2016gkg to investigate what constraints can be derived from its
light curve. This includes exploring density profiles for both a convective
envelope and an optically thick steady-state wind, the latter of which has not
typically been considered for Type IIb SNe models. We find that roughly
$\sim0.02\,M_\odot$ of extended material with a radius of
$\approx180-260\,R_\odot$ reproduces the photometric light curve data,
consistent with pre-explosion imaging. These values are independent of the
assumed density profile of this material, although a convective profile
provides a somewhat better fit. We infer from our modeling that the explosion
must have occurred within $\approx2-3\,{\rm hrs}$ of the first observed data
point, demonstrating that this event was caught very close to the moment of
explosion. Nevertheless, our best-fitting one-dimensional models overpredict
the earliest velocity measurements, which suggests that the hydrogen-rich
material is not distributed in a spherically symmetric manner. We compare this
to the asymmetries seen in the SN IIb remnant Cas A, and we discuss the
implications of this for Type IIb SN progenitors and explosion models.
",human
9113,"This research presents a multi-dimensional modeling approach for X-ray spectra emitted by accretion-disk outflows in active galactic nuclei (AGN). Our study aims to understand the complex dynamics and emission characteristics of these outflows. By incorporating various physical parameters and considering the effects of ionization, density, and velocity distributions within the outflows, we have obtained comprehensive insights into the X-ray spectra. The primary goal of this work is to address the challenges associated with interpreting the observed X-ray emission from AGN accretion-disk outflows.  Our results reveal that the multi-dimensional modeling approach provides a more detailed understanding of the emission processes compared to traditional one-dimensional models. We found that the inclusion of varying physical parameters in our models significantly affects the resulting X-ray spectra, leading to a better representation of the observed data. By simulating different scenarios and comparing our model outputs with observational data, we demonstrate the importance of considering multi-dimensional effects in understanding the nature of AGN accretion-disk outflows.  The methodology employed in this study involves implementing state-of-the-art radiative transfer calculations coupled with hydrodynamic simulations to capture the intricate interplay of physical processes governing the X-ray emission from accretion-disk outflows in AGN. Overall, our research contributes to advancing the field of astrophysics by providing a more comprehensive framework for interpreting X-ray spectra from complex accretion-disk outflows.",machine
9114,"We conducted a comprehensive mid-infrared study of RR Lyrae stars using the Wide-field Infrared Survey Explorer (WISE) all-sky data release. Our primary objective was to investigate the variability patterns and infrared properties of these stars, which are crucial for understanding their fundamental parameters and evolutionary stages. To achieve this, we employed a combination of data reduction techniques and photometric analysis methods to extract reliable mid-infrared fluxes from the WISE catalog.  Our analysis revealed significant variability in the mid-infrared fluxes of RR Lyrae stars, with some exhibiting periodic or quasi-periodic behavior. We also discovered a correlation between the amplitude of the variability and the intrinsic brightness of the stars, suggesting a link between the infrared properties and the pulsation characteristics. Furthermore, our results indicate that the WISE data can be used to estimate the effective temperature and luminosity of RR Lyrae stars with a reasonable degree of accuracy.  The key findings of this study have important implications for our understanding of the RR Lyrae stars' properties and their role in the universe. Our results also highlight the potential of the WISE data for asteroseismology and the study of stellar populations. The methodology employed in this study can be applied to other mid-infrared surveys and datasets, expanding the possibilities for the analysis of RR Lyrae stars and other pulsating variables.",machine
9115,"We investigated the intricate relationship between spin density wave (SDW) and superconductivity in underdoped NaFe1-xCoxAs, a class of cuprate superconductors, using a combination of experimental and theoretical techniques. Our experimental approach involved measuring the electrical resistivity and magnetic susceptibility of NaFe1-xCoxAs single crystals as a function of temperature and doping level. These measurements revealed a complex interplay between SDW and superconductivity, with the SDW state appearing to be a precursor to superconductivity in underdoped samples. Theoretical modeling, utilizing density functional theory, was employed to elucidate the electronic structure and phase diagram of NaFe1-xCoxAs. Our calculations showed that the SDW state is mediated by a strong electron-electron interaction, which is crucial for the emergence of superconductivity. We found that the SDW state is not a simple phase transition, but rather a complex, non-equilibrium state that is stabilized by the interplay between the SDW and superconducting order parameters. These results highlight the intricate interplay between SDW and superconductivity in underdoped NaFe1-xCoxAs, and provide new insights into the mechanisms underlying the emergence of superconductivity in these materials.",machine
9116,"This study investigates the high-field phase diagram of iron arsenide superconductors by employing a combination of magnetic susceptibility measurements and transport properties under varying magnetic fields. The objective is to elucidate the influence of magnetic fields on the superconducting transition temperature (Tc) and the critical current density (Jc). Through these measurements, we observe significant enhancements in Tc and Jc at certain magnetic field strengths, indicating a complex interplay between magnetic interactions and superconductivity. Key methodologies include precise control over magnetic fields using a superconducting quantum interference device (SQUID), which allows for the detailed examination of phase transitions without external perturbations. The analysis reveals that the presence of magnetic fields can lead to enhanced superconductivity, suggesting potential applications in magnetic field-cooled superconducting devices. This research contributes to our understanding of the magnetic-field-induced phase transformations in iron-based superconductors, offering insights into optimizing their performance under applied magnetic fields.",machine
9117,"  We investigate the origin of ubiquitous low energy kinks found in Angle
Resolved Photoemission (ARPES) experiments in a variety of correlated matter.
Such kinks are unexpected from weakly interacting electrons and hence
identifying their origin should lead to fundamental insights in strongly
correlated matter. We devise a protocol for extracting the kink momentum and
energy from the experimental data which relies solely on the two asymptotic
tangents of each dispersion curve, away from the feature itself. It is thereby
insensitive to the different shapes of the kinks as seen in experiments. The
body of available data is then analyzed using this method. We proceed to
discuss two alternate theoretical explanations of the origin of the kinks. Some
theoretical proposals invoke local Bosonic excitations (Einstein phonons or
other modes with spin or charge character), located exactly at the energy of
observed kinks, leading to a momentum independent self energy of the electrons.
A recent alternate is the theory of extremely correlated Fermi liquids (ECFL).
This theory predicts kinks in the dispersion arising from a momentum dependent
self energy of correlated electrons. We present the essential results from both
classes of theories, and identify experimental features that can help
distinguish between the two mechanisms. The ECFL theory is found to be
consistent with currently available data on kinks in the nodal direction of
cuprate superconductors, but conclusive tests require higher resolution energy
distribution curve data.
",human
9118,"The study aimed to isolate luminous blue variables (LBVs) by subdividing a comprehensive sample of variable stars observed over several years. Utilizing advanced spectroscopic techniques and photometric data, the researchers categorized the stars based on their luminosity and spectral characteristics. Key findings indicated that the subdivided samples revealed distinct subgroups with varying levels of mass loss and chemical abundances. The methodology involved rigorous statistical analysis and comparison with known LBV properties to ensure accurate classification. The study concluded with a refined understanding of LBV behavior, highlighting the importance of detailed categorization in astrophysical studies. This approach not only enhances our knowledge of LBVs but also provides insights into stellar evolution and nuclear processes within massive stars.",machine
9119,"  Let $\mathbf d=(d_j)_{j\in\mathbb I_m}\in\mathbb N^m$ be a finite sequence
(of dimensions) and $\alpha=(\alpha_i)_{i\in\mathbb I_n}$ be a sequence of
positive numbers (of weights), where $\mathbb I_k=\{1,\ldots,k\}$ for
$k\in\mathbb N$. We introduce the $(\alpha\, , \,\mathbf d)$-designs i.e.,
$m$-tuples $\Phi=(\mathcal F_j)_{j\in\mathbb I_m}$ such that $\mathcal
F_j=\{f_{ij}\}_{i\in\mathbb I_n}$ is a finite sequence in $\mathbb C^{d_j}$,
$j\in\mathbb I_m$, and such that the sequence of non-negative numbers
$(\|f_{ij}\|^2)_{j\in\mathbb I_m}$ forms a partition of $\alpha_i$,
$i\in\mathbb I_n$. We characterize the existence of $(\alpha\, , \, \mathbf
d)$-designs with prescribed properties in terms of majorization relations. We
show, by means of a finite-step algorithm, that there exist $(\alpha\, , \,
\mathbf d)$-designs $\Phi^{\rm op}=(\mathcal F_j^{\rm op})_{j\in\mathbb I_m}$
that are universally optimal; that is, for every convex function
$\varphi:[0,\infty)\rightarrow [0,\infty)$ then $\Phi^{\rm op}$ minimizes the
joint convex potential induced by $\varphi$ among $(\alpha\, , \, \mathbf
d)$-designs, namely $$ \sum_{j\in\mathbb I_m}\text{P}_\varphi(\mathcal F_j^{\rm
op})\leq \sum_{j\in \mathbb I_m}\text{P}_\varphi(\mathcal F_j) $$ for every
$(\alpha\, , \, \mathbf d)$-design $\Phi=(\mathcal F_j)_{j\in\mathbb I_m}$,
where $\text{P}_\varphi(\mathcal F)=tr(\varphi(S_{\mathcal F}))$; in
particular, $\Phi^{\rm op}$ minimizes both the joint frame potential and the
joint mean square error among $(\alpha\, , \, \mathbf d)$-designs. We show that
in this case $\mathcal F_j^{\rm op}$ is a frame for $\mathbb C^{d_j}$, for
$j\in\mathbb I_m$. This corresponds to the existence of optimal
encoding-decoding schemes for multitasking devices with energy restrictions.
",human
9120,"  Analyses of multi-epoch, high-resolution (R ~ 50.000) optical spectra of the
O-type star HD 152246 (O9 IV according to the most recent classification),
complemented by a limited number of earlier published radial velocities, led to
the finding that the object is a hierarchical triple system, where a close
inner pair (Ba-Bb) with a slightly eccentric orbit (e = 0.11) and a period of
6.0049 days revolves in a 470-day highly eccentric orbit (e = 0.865) with
another massive and brighter component A. The mass ratio of the inner system
must be low since we were unable to find any traces of the secondary spectrum.
The mass ratio A/(Ba+Bb) is 0.89. The outer system has recently been resolved
using long-baseline interferometry on three occasions. The interferometry
confirms the spectroscopic results and specifies elements of the system. Our
orbital solutions, including the combined radial-velocity and interferometric
solution indicate an orbital inclination of the outer orbit of 112{\deg} and
stellar masses of 20.4 and 22.8 solar masses. We also disentangled the spectra
of components A and Ba and compare them to synthetic spectra from two
independent programmes, TLUSTY and FASTWIND. In either case, the fit was not
satisfactory and we postpone a better determination of the system properties
for a future study, after obtaining observations during the periastron passage
of the outer orbit (the nearest chance being March 2015). For the moment, we
can only conclude that component A is an O9 IV star with v*sin(i) = 210 +\- 10
km/s and effective temperature of 33000 +\- 500 K, while component Ba is an O9
V object with v*sin(i) = 65 +/- 3 km/s and T_eff = 33600 +\- 600 K.
",human
9121,"This study investigates atomically flat carbon monolayers as a unique quasi-two-dimensional (2D) mesoscopic quantum system, focusing on their extreme instability and quantum properties. Our approach involved the synthesis of high-quality monolayers using chemical vapor deposition techniques, followed by detailed structural characterization through scanning tunneling microscopy and angle-resolved photoemission spectroscopy. The results demonstrate that these systems exhibit pronounced quantum confinement effects due to their reduced dimensionality, leading to electronic band structures that are significantly different from bulk graphite. We observed pronounced quantum oscillations in the conductance spectra, indicative of quantized energy levels. Additionally, our experiments reveal a highly sensitive response to external perturbations, such as substrate interaction and thermal fluctuations, which further destabilize the atomic structure. This research not only highlights the intrinsic quantum behavior of these systems but also underscores the critical need for precise control over fabrication parameters to achieve stable and reproducible samples for future applications in quantum technology.",machine
9122,"Grb 090227B, a short gamma-ray burst (GRB) event detected on February 27, 2009, presents a unique opportunity to study the connection between short and long GRBs (sGRBs and lGRBs, respectively). With a duration of approximately 2 seconds and a peak energy output of 1.1 x 1051 erg/s, this event lies at the interface between the two categories. Our analysis of the early afterglow data, obtained with the Swift and Hubble Space Telescopes, reveals that Grb 090227B exhibits both the rapid, non-thermal evolution typical of sGRBs and the slower, thermal evolution characteristic of lGRBs. This behavior suggests a unified model for GRBs, in which short and long events represent different stages of the same physical process.  We model the early afterglow emission using a relativistic shock in a dense medium, and find that a magnetar scenario with a magnetic field strength of B ~ 10^14-10^15 G is consistent with the observed data. The resulting shock dynamics and afterglow light curve predictions agree well with the Swift and Hubble observations. The presence of both non-thermal and thermal components in the afterglow emission also allows us to estimate the electron distribution and the total energy released in the burst. Our findings indicate that sGRBs and lGRBs may not represent distinct populations but rather different phases of the same GRB phenomenon, with the duration distinction serving as a useful empirical criterion.  Further study of the connection between sGRBs and lGRBs through the examination of additional events and the exploration of various theoretical models will contribute to a more comprehensive understanding of the physical mechanisms behind these powerful astrophysical phenomena.",machine
9123,"  We presents in this paper a novel fish classification methodology based on a
combination between robust feature selection, image segmentation and
geometrical parameter techniques using Artificial Neural Network and Decision
Tree. Unlike existing works for fish classification, which propose descriptors
and do not analyze their individual impacts in the whole classification task
and do not make the combination between the feature selection, image
segmentation and geometrical parameter, we propose a general set of features
extraction using robust feature selection, image segmentation and geometrical
parameter and their correspondent weights that should be used as a priori
information by the classifier. In this sense, instead of studying techniques
for improving the classifiers structure itself, we consider it as a black box
and focus our research in the determination of which input information must
bring a robust fish discrimination.The main contribution of this paper is
enhancement recognize and classify fishes based on digital image and To develop
and implement a novel fish recognition prototype using global feature
extraction, image segmentation and geometrical parameters, it have the ability
to Categorize the given fish into its cluster and Categorize the clustered fish
into poison or non-poison fish, and categorizes the non-poison fish into its
family .
",human
9124,"  We study effects of inhomogeneities on distance measures in an exact
relativistic Swiss-cheese model of the universe, focusing on the distance
modulus. The model has LCDM background dynamics, and the `holes' are
non-symmetric structures described by the Szekeres metric. The Szekeres exact
solution of Einstein's equations, which is inhomogeneous and anisotropic,
allows us to capture potentially relevant effects on light propagation due to
nontrivial evolution of structures in an exact framework. Light beams
traversing a single Szekeres structure in different ways can experience either
magnification or demagnification, depending on the particular path, and we
explore a small additional effect due time evolution of the structures. We
study the probability distributions of $\Delta\mu=\mu_{LCDM}-\mu_{SC}$ for
sources at different redshifts in various Swiss-cheese constructions, where the
light beams travel through a large number of randomly oriented holes with
random impact parameters. We find for $\Delta\mu$ the dispersions $0.004\le
\sigma_{\Delta\mu} \le 0.008$ mag for sources with redshifts $1.0\le z \le
1.5$, which are smaller than the intrinsic dispersion of, for example,
magnitudes of type Ia supernovae. The shapes of the distributions we obtain for
our Swiss-cheese constructions are peculiar in the sense that they are not
consistently skewed toward the demagnification side, as they are in analyses of
lensing in cosmological simulations, reflecting a limitation of these
constructions. This could be the result of requiring the continuity of
Einstein's equations throughout the overall spacetime patchwork, which imposes
the condition that compensating overdense shells must accompany the underdense
void regions in the holes. The possibility to explore other uses of these
constructions that could circumvent this limitation and lead to different
statistics remains open. (Abridged)
",human
